protein_id,protein_name,cellular_location,immunogenicity_score,base_score
ENSP00000250227,ENSG00000250227 protein,,0.0,0.0
ENSP00000250229,ENSG00000250229 protein,,0.0,0.0
ENSP00000250230,ENSG00000250230 protein,,0.05,0.0
ENSP00000250231,ENSG00000250231 protein,,0.03,0.0
ENSP00000250234,ENSG00000250234 protein,,0.0,0.0
ENSP00000250237,ENSG00000250237 protein,,0.05,0.0
ENSP00000250238,ENSG00000250238 protein,,0.0,0.0
ENSP00000250240,ENSG00000250240 protein,,0.05,0.0
ENSP00000250241,ENSG00000250241 protein,,0.0,0.0
ENSP00000250242,ENSG00000250242 protein,,0.03,0.0
ENSP00000250243,ENSG00000250243 protein,,0.0,0.0
ENSP00000250244,ENSG00000250244 protein,,0.0,0.0
ENSP00000250247,ENSG00000250247 protein,,0.0,0.0
ENSP00000250249,ENSG00000250249 protein,,0.03,0.0
ENSP00000250250,ENSG00000250250 protein,,0.0,0.0
ENSP00000250251,ENSG00000250251 protein,,0.1,0.0
ENSP00000250252,ENSG00000250252 protein,,0.05,0.0
ENSP00000250253,ENSG00000250253 protein,,0.0,0.0
ENSP00000250254,PTTG2 protein,nucleus,0.47,0.42
ENSP00000250256,ENSG00000250256 protein,,0.0,0.0
ENSP00000250257,ENSG00000250257 protein,,0.03,0.0
ENSP00000250258,ENSG00000250258 protein,,0.05,0.0
ENSP00000250259,ENSG00000250259 protein,,0.0,0.0
ENSP00000250260,ENSG00000250260 protein,,0.0,0.0
ENSP00000250261,ENSG00000250261 protein,,0.0,0.0
ENSP00000250263,ENSG00000250263 protein,,0.03,0.0
ENSP00000250264,ENSG00000250264 protein,membrane,0.93,0.93
ENSP00000250266,ENSG00000250266 protein,,0.1,0.0
ENSP00000250267,ENSG00000250267 protein,,0.0,0.0
ENSP00000250268,ENSG00000250268 protein,,0.05,0.0
ENSP00000250271,ENSG00000250271 protein,,0.05,0.0
ENSP00000250272,ENSG00000250272 protein,,0.03,0.0
ENSP00000250273,ENSG00000250273 protein,,0.0,0.0
ENSP00000250274,ENSG00000250274 protein,,0.05,0.0
ENSP00000250277,ENSG00000250277 protein,,0.03,0.0
ENSP00000250280,ENSG00000250280 protein,,0.0,0.0
ENSP00000250282,ENSG00000250282 protein,,0.05,0.0
ENSP00000250284,ENSG00000250284 protein,,0.05,0.0
ENSP00000250286,ENSG00000250286 protein,,0.05,0.0
ENSP00000250289,ENSG00000250289 protein,,0.03,0.0
ENSP00000250290,ENSG00000250290 protein,,0.05,0.0
ENSP00000250292,ENSG00000250292 protein,,0.05,0.0
ENSP00000250293,ENSG00000250293 protein,,0.0,0.0
ENSP00000250295,ENSG00000250295 protein,,0.05,0.0
ENSP00000250298,ENSG00000250298 protein,,0.03,0.0
ENSP00000250299,ENSG00000250299 protein,,0.05,0.0
ENSP00000250300,ENSG00000250300 protein,,0.03,0.0
ENSP00000250302,ENSG00000250302 protein,,0.05,0.0
ENSP00000250303,ENSG00000250303 protein,,0.1,0.0
ENSP00000250304,ENSG00000250304 protein,,0.0,0.0
ENSP00000250305,TRMT9B protein,cytoplasm,0.7799999999999999,0.6799999999999999
ENSP00000250306,ENSG00000250306 protein,,0.0,0.0
ENSP00000250307,ENSG00000250307 protein,,0.03,0.0
ENSP00000250308,ENSG00000250308 protein,,0.03,0.0
ENSP00000250309,ENSG00000250309 protein,,0.03,0.0
ENSP00000250310,ENSG00000250310 protein,,0.0,0.0
ENSP00000250312,ZNF718 protein,nucleus,0.54,0.44
ENSP00000250313,ENSG00000250313 protein,,0.03,0.0
ENSP00000250315,ENSG00000250315 protein,,0.0,0.0
ENSP00000250316,ENSG00000250316 protein,,0.0,0.0
ENSP00000250317,SMIM20 protein,mitochondria,0.49,0.39
ENSP00000250318,ENSG00000250318 protein,,0.1,0.0
ENSP00000250319,ENSG00000250319 protein,,0.03,0.0
ENSP00000250320,ENSG00000250320 protein,,0.05,0.0
ENSP00000250321,ENSG00000250321 protein,,0.05,0.0
ENSP00000250322,ENSG00000250322 protein,,0.0,0.0
ENSP00000250324,ENSG00000250324 protein,,0.0,0.0
ENSP00000250325,ENSG00000250325 protein,,0.05,0.0
ENSP00000250326,ENSG00000250326 protein,,0.05,0.0
ENSP00000250327,ENSG00000250327 protein,,0.05,0.0
ENSP00000250328,ENSG00000250328 protein,,0.1,0.0
ENSP00000250329,ENSG00000250329 protein,,0.05,0.0
ENSP00000250330,ENSG00000250330 protein,,0.0,0.0
ENSP00000250331,ENSG00000250331 protein,,0.05,0.0
ENSP00000250332,ENSG00000250332 protein,,0.0,0.0
ENSP00000250333,ENSG00000250333 protein,,0.0,0.0
ENSP00000250334,ENSG00000250334 protein,,0.05,0.0
ENSP00000250337,ENSG00000250337 protein,,0.1,0.0
ENSP00000250338,ENSG00000250338 protein,,0.0,0.0
ENSP00000250339,ENSG00000250339 protein,,0.03,0.0
ENSP00000250340,ENSG00000250340 protein,,0.03,0.0
ENSP00000250341,ENSG00000250341 protein,,0.0,0.0
ENSP00000250342,ENSG00000250342 protein,,0.05,0.0
ENSP00000250343,ENSG00000250343 protein,,0.05,0.0
ENSP00000250344,ENSG00000250344 protein,,0.05,0.0
ENSP00000250345,ENSG00000250345 protein,,0.05,0.0
ENSP00000250346,ENSG00000250346 protein,,0.05,0.0
ENSP00000250347,ENSG00000250347 protein,,0.0,0.0
ENSP00000250348,ENSG00000250348 protein,,0.0,0.0
ENSP00000250349,ENSG00000250349 protein,membrane,0.9600000000000001,0.93
ENSP00000250350,ENSG00000250350 protein,,0.0,0.0
ENSP00000250351,ENSG00000250351 protein,,0.03,0.0
ENSP00000250354,ENSG00000250354 protein,,0.0,0.0
ENSP00000250356,ENSG00000250356 protein,,0.0,0.0
ENSP00000250357,ENSG00000250357 protein,,0.0,0.0
ENSP00000250358,ENSG00000250358 protein,,0.0,0.0
ENSP00000250359,ENSG00000250359 protein,,0.03,0.0
ENSP00000250360,ENSG00000250360 protein,,0.05,0.0
ENSP00000250361,GYPB protein,membrane,0.91,0.91
ENSP00000250362,ENSG00000250362 protein,,0.0,0.0
ENSP00000250363,ENSG00000250363 protein,,0.05,0.0
ENSP00000250365,ENSG00000250365 protein,,0.05,0.0
ENSP00000250366,TUNAR protein,membrane,0.91,0.86
ENSP00000250371,ENSG00000250371 protein,,0.0,0.0
ENSP00000250372,ENSG00000250372 protein,,0.03,0.0
ENSP00000250374,TRIM75 protein,cytoplasm,0.57,0.57
ENSP00000250375,ENSG00000250375 protein,,0.03,0.0
ENSP00000250376,ENSG00000250376 protein,,0.05,0.0
ENSP00000250377,ENSG00000250377 protein,,0.0,0.0
ENSP00000250378,ENSG00000250378 protein,,0.05,0.0
ENSP00000250379,ENSG00000250379 protein,,0.0,0.0
ENSP00000250381,ENSG00000250381 protein,,0.0,0.0
ENSP00000250383,ENSG00000250383 protein,,0.0,0.0
ENSP00000250384,ENSG00000250384 protein,,0.0,0.0
ENSP00000250385,ENSG00000250385 protein,,0.05,0.0
ENSP00000250386,ENSG00000250386 protein,,0.03,0.0
ENSP00000250387,ENSG00000250387 protein,,0.0,0.0
ENSP00000250389,ENSG00000250389 protein,,0.0,0.0
ENSP00000250390,ENSG00000250390 protein,,0.0,0.0
ENSP00000250391,ENSG00000250391 protein,,0.03,0.0
ENSP00000250392,ENSG00000250392 protein,,0.0,0.0
ENSP00000250393,ENSG00000250393 protein,,0.03,0.0
ENSP00000250397,ENSG00000250397 protein,,0.05,0.0
ENSP00000250398,ENSG00000250398 protein,,0.0,0.0
ENSP00000250402,ENSG00000250402 protein,,0.03,0.0
ENSP00000250403,ENSG00000250403 protein,,0.0,0.0
ENSP00000250405,ENSG00000250405 protein,,0.0,0.0
ENSP00000250406,ENSG00000250406 protein,,0.0,0.0
ENSP00000250407,ENSG00000250407 protein,,0.0,0.0
ENSP00000250409,ENSG00000250409 protein,,0.03,0.0
ENSP00000250410,ENSG00000250410 protein,,0.05,0.0
ENSP00000250412,ENSG00000250412 protein,,0.05,0.0
ENSP00000250413,ENSG00000250413 protein,,0.05,0.0
ENSP00000250415,ENSG00000250415 protein,,0.05,0.0
ENSP00000250416,ENSG00000250416 protein,,0.03,0.0
ENSP00000250417,ENSG00000250417 protein,,0.03,0.0
ENSP00000250418,ENSG00000250418 protein,,0.03,0.0
ENSP00000250420,ENSG00000250420 protein,,0.0,0.0
ENSP00000250421,ENSG00000250421 protein,,0.05,0.0
ENSP00000250422,ENSG00000250422 protein,,0.03,0.0
ENSP00000250423,KIAA1210 protein,membrane,0.92,0.92
ENSP00000250424,ENSG00000250424 protein,membrane,0.88,0.85
ENSP00000250425,ENSG00000250425 protein,,0.0,0.0
ENSP00000250426,ENSG00000250426 protein,,0.03,0.0
ENSP00000250427,ENSG00000250427 protein,,0.0,0.0
ENSP00000250428,ENSG00000250428 protein,,0.03,0.0
ENSP00000250430,ENSG00000250430 protein,,0.03,0.0
ENSP00000250431,ENSG00000250431 protein,,0.0,0.0
ENSP00000250432,ENSG00000250432 protein,,0.0,0.0
ENSP00000250433,ENSG00000250433 protein,,0.0,0.0
ENSP00000250436,ENSG00000250436 protein,,0.0,0.0
ENSP00000250437,ENSG00000250437 protein,,0.03,0.0
ENSP00000250438,ENSG00000250438 protein,,0.03,0.0
ENSP00000250441,ENSG00000250441 protein,,0.0,0.0
ENSP00000250442,ENSG00000250442 protein,,0.03,0.0
ENSP00000250444,ENSG00000250444 protein,,0.05,0.0
ENSP00000250446,ENSG00000250446 protein,,0.03,0.0
ENSP00000250447,ENSG00000250447 protein,,0.0,0.0
ENSP00000250448,ENSG00000250448 protein,,0.03,0.0
ENSP00000250451,ENSG00000250451 protein,,0.05,0.0
ENSP00000250453,ENSG00000250453 protein,,0.0,0.0
ENSP00000250455,ENSG00000250455 protein,,0.0,0.0
ENSP00000250456,ENSG00000250456 protein,,0.03,0.0
ENSP00000250458,ENSG00000250458 protein,,0.03,0.0
ENSP00000250461,ENSG00000250461 protein,,0.05,0.0
ENSP00000250462,ENSG00000250462 protein,,0.1,0.0
ENSP00000250464,ENSG00000250464 protein,,0.03,0.0
ENSP00000250467,ENSG00000250467 protein,,0.0,0.0
ENSP00000250470,ENSG00000250470 protein,,0.03,0.0
ENSP00000250471,ENSG00000250471 protein,,0.05,0.0
ENSP00000250472,ENSG00000250472 protein,,0.05,0.0
ENSP00000250473,ENSG00000250473 protein,,0.0,0.0
ENSP00000250474,ENSG00000250474 protein,,0.05,0.0
ENSP00000250475,ENSG00000250475 protein,,0.0,0.0
ENSP00000250476,ENSG00000250476 protein,,0.0,0.0
ENSP00000250479,CHCHD10 protein,mitochondria,0.47,0.32
ENSP00000250480,ENSG00000250480 protein,,0.03,0.0
ENSP00000250481,ENSG00000250481 protein,,0.03,0.0
ENSP00000250482,ENSG00000250482 protein,,0.03,0.0
ENSP00000250483,ENSG00000250483 protein,,0.0,0.0
ENSP00000250484,ENSG00000250484 protein,,0.0,0.0
ENSP00000250485,ENSG00000250485 protein,,0.03,0.0
ENSP00000250486,ENSG00000250486 protein,,0.05,0.0
ENSP00000250488,ENSG00000250488 protein,,0.03,0.0
ENSP00000250490,ENSG00000250490 protein,,0.05,0.0
ENSP00000250492,ENSG00000250492 protein,,0.05,0.0
ENSP00000250493,ENSG00000250493 protein,,0.0,0.0
ENSP00000250494,ENSG00000250494 protein,,0.03,0.0
ENSP00000250496,ENSG00000250496 protein,,0.0,0.0
ENSP00000250497,ENSG00000250497 protein,,0.0,0.0
ENSP00000250500,ENSG00000250500 protein,,0.0,0.0
ENSP00000250501,ENSG00000250501 protein,,0.0,0.0
ENSP00000250503,ENSG00000250503 protein,,0.0,0.0
ENSP00000250504,ENSG00000250504 protein,,0.0,0.0
ENSP00000250505,ENSG00000250505 protein,,0.03,0.0
ENSP00000250506,CDK3 protein,nucleus,0.5700000000000001,0.52
ENSP00000250507,ENSG00000250507 protein,,0.0,0.0
ENSP00000250508,ENSG00000250508 protein,,0.05,0.0
ENSP00000250509,ENSG00000250509 protein,,0.05,0.0
ENSP00000250510,GPR162 protein,membrane,0.93,0.88
ENSP00000250511,ENSG00000250511 protein,,0.05,0.0
ENSP00000250514,ENSG00000250514 protein,,0.0,0.0
ENSP00000250515,ENSG00000250515 protein,,0.03,0.0
ENSP00000250516,ENSG00000250516 protein,,0.0,0.0
ENSP00000250517,ENSG00000250517 protein,,0.0,0.0
ENSP00000250519,ENSG00000250519 protein,,0.05,0.0
ENSP00000250522,ENSG00000250522 protein,,0.05,0.0
ENSP00000250523,ENSG00000250523 protein,,0.03,0.0
ENSP00000250524,ENSG00000250524 protein,,0.03,0.0
ENSP00000250526,ENSG00000250526 protein,,0.05,0.0
ENSP00000250529,ENSG00000250529 protein,,0.03,0.0
ENSP00000250532,ENSG00000250532 protein,,0.0,0.0
ENSP00000250535,ENSG00000250535 protein,,0.05,0.0
ENSP00000250536,ENSG00000250536 protein,,0.05,0.0
ENSP00000250538,ENSG00000250538 protein,,0.05,0.0
ENSP00000250539,ENSG00000250539 protein,,0.1,0.0
ENSP00000250540,ENSG00000250540 protein,,0.03,0.0
ENSP00000250541,ENSG00000250541 protein,,0.05,0.0
ENSP00000250543,ENSG00000250543 protein,,0.03,0.0
ENSP00000250544,ENSG00000250544 protein,,0.0,0.0
ENSP00000250546,ENSG00000250546 protein,,0.05,0.0
ENSP00000250547,ENSG00000250547 protein,,0.03,0.0
ENSP00000250548,ENSG00000250548 protein,,0.05,0.0
ENSP00000250550,ENSG00000250550 protein,,0.0,0.0
ENSP00000250551,ENSG00000250551 protein,,0.05,0.0
ENSP00000250555,ENSG00000250555 protein,,0.03,0.0
ENSP00000250556,ENSG00000250556 protein,,0.03,0.0
ENSP00000250560,ENSG00000250560 protein,,0.03,0.0
ENSP00000250561,ENSG00000250561 protein,,0.0,0.0
ENSP00000250562,ENSG00000250562 protein,,0.05,0.0
ENSP00000250563,ENSG00000250563 protein,,0.0,0.0
ENSP00000250564,ENSG00000250564 protein,,0.0,0.0
ENSP00000250565,ATP6V1E2 protein,cytoplasm,0.7799999999999999,0.6799999999999999
ENSP00000250566,ENSG00000250566 protein,,0.05,0.0
ENSP00000250567,ENSG00000250567 protein,,0.0,0.0
ENSP00000250568,ENSG00000250568 protein,,0.05,0.0
ENSP00000250569,ENSG00000250569 protein,,0.05,0.0
ENSP00000250571,GLI4 protein,nucleus,0.61,0.51
ENSP00000250572,ENSG00000250572 protein,,0.0,0.0
ENSP00000250573,ENSG00000250573 protein,,0.0,0.0
ENSP00000250574,ENSG00000250574 protein,,0.0,0.0
ENSP00000250575,ENSG00000250575 protein,,0.0,0.0
ENSP00000250576,ENSG00000250576 protein,,0.03,0.0
ENSP00000250577,ENSG00000250577 protein,,0.03,0.0
ENSP00000250579,ENSG00000250579 protein,,0.05,0.0
ENSP00000250580,ENSG00000250580 protein,,0.0,0.0
ENSP00000250582,ENSG00000250582 protein,,0.0,0.0
ENSP00000250583,ENSG00000250583 protein,,0.0,0.0
ENSP00000250584,ENSG00000250584 protein,,0.05,0.0
ENSP00000250585,ENSG00000250585 protein,,0.0,0.0
ENSP00000250587,ENSG00000250587 protein,,0.03,0.0
ENSP00000250590,ENSG00000250590 protein,,0.03,0.0
ENSP00000250591,ENSG00000250591 protein,,0.0,0.0
ENSP00000250592,ENSG00000250592 protein,,0.0,0.0
ENSP00000250594,ENSG00000250594 protein,,0.03,0.0
ENSP00000250596,ENSG00000250596 protein,,0.05,0.0
ENSP00000250597,ENSG00000250597 protein,,0.03,0.0
ENSP00000250600,ENSG00000250600 protein,,0.03,0.0
ENSP00000250602,ENSG00000250602 protein,,0.05,0.0
ENSP00000250603,ENSG00000250603 protein,,0.05,0.0
ENSP00000250604,ENSG00000250604 protein,,0.03,0.0
ENSP00000250608,ENSG00000250608 protein,,0.1,0.0
ENSP00000250609,ENSG00000250609 protein,,0.0,0.0
ENSP00000250611,ENSG00000250611 protein,,0.03,0.0
ENSP00000250612,ENSG00000250612 protein,,0.0,0.0
ENSP00000250613,ENSG00000250613 protein,,0.05,0.0
ENSP00000250614,ENSG00000250614 protein,,0.0,0.0
ENSP00000250615,ENSG00000250615 protein,,0.03,0.0
ENSP00000250616,ENSG00000250616 protein,,0.05,0.0
ENSP00000250618,ENSG00000250618 protein,,0.03,0.0
ENSP00000250619,ENSG00000250619 protein,,0.0,0.0
ENSP00000250620,ENSG00000250620 protein,,0.0,0.0
ENSP00000250622,ENSG00000250622 protein,,0.03,0.0
ENSP00000250623,ENSG00000250623 protein,,0.0,0.0
ENSP00000250624,ENSG00000250624 protein,,0.03,0.0
ENSP00000250625,ENSG00000250625 protein,,0.03,0.0
ENSP00000250626,ENSG00000250626 protein,,0.0,0.0
ENSP00000250627,ENSG00000250627 protein,,0.03,0.0
ENSP00000250629,ENSG00000250629 protein,,0.05,0.0
ENSP00000250630,ENSG00000250630 protein,,0.03,0.0
ENSP00000250632,ENSG00000250632 protein,,0.03,0.0
ENSP00000250634,ENSG00000250634 protein,,0.0,0.0
ENSP00000250635,ENSG00000250635 protein,,0.0,0.0
ENSP00000250636,ENSG00000250636 protein,,0.03,0.0
ENSP00000250637,ENSG00000250637 protein,,0.03,0.0
ENSP00000250640,ENSG00000250640 protein,,0.03,0.0
ENSP00000250641,LY6G6F-LY6G6D protein,membrane,0.97,0.87
ENSP00000250642,ENSG00000250642 protein,,0.03,0.0
ENSP00000250643,ENSG00000250643 protein,,0.0,0.0
ENSP00000250644,ENSG00000250644 protein,membrane,0.92,0.87
ENSP00000250645,ENSG00000250645 protein,,0.0,0.0
ENSP00000250646,ENSG00000250646 protein,,0.0,0.0
ENSP00000250650,ENSG00000250650 protein,,0.03,0.0
ENSP00000250651,ENSG00000250651 protein,,0.0,0.0
ENSP00000250654,ENSG00000250654 protein,,0.05,0.0
ENSP00000250655,ENSG00000250655 protein,,0.03,0.0
ENSP00000250656,ENSG00000250656 protein,,0.05,0.0
ENSP00000250657,ENSG00000250657 protein,,0.03,0.0
ENSP00000250658,ENSG00000250658 protein,,0.05,0.0
ENSP00000250659,ENSG00000250659 protein,,0.05,0.0
ENSP00000250662,ENSG00000250662 protein,,0.0,0.0
ENSP00000250665,ENSG00000250665 protein,,0.03,0.0
ENSP00000250666,ENSG00000250666 protein,,0.0,0.0
ENSP00000250667,ENSG00000250667 protein,,0.03,0.0
ENSP00000250668,ENSG00000250668 protein,,0.03,0.0
ENSP00000250669,ENSG00000250669 protein,,0.05,0.0
ENSP00000250670,ENSG00000250670 protein,,0.0,0.0
ENSP00000250672,ENSG00000250672 protein,,0.0,0.0
ENSP00000250673,REELD1 protein,membrane,0.92,0.87
ENSP00000250674,ENSG00000250674 protein,,0.03,0.0
ENSP00000250677,ENSG00000250677 protein,,0.0,0.0
ENSP00000250678,ENSG00000250678 protein,,0.03,0.0
ENSP00000250681,ENSG00000250681 protein,,0.0,0.0
ENSP00000250682,ENSG00000250682 protein,,0.05,0.0
ENSP00000250684,ENSG00000250684 protein,,0.03,0.0
ENSP00000250685,ENSG00000250685 protein,,0.0,0.0
ENSP00000250686,ENSG00000250686 protein,,0.0,0.0
ENSP00000250687,ENSG00000250687 protein,,0.05,0.0
ENSP00000250688,ENSG00000250688 protein,,0.03,0.0
ENSP00000250692,ENSG00000250692 protein,,0.03,0.0
ENSP00000250693,ENSG00000250693 protein,,0.03,0.0
ENSP00000250694,ENSG00000250694 protein,,0.03,0.0
ENSP00000250696,ENSG00000250696 protein,,0.05,0.0
ENSP00000250697,ENSG00000250697 protein,,0.05,0.0
ENSP00000250698,ENSG00000250698 protein,,0.0,0.0
ENSP00000250699,ENSG00000250699 protein,,0.0,0.0
ENSP00000250703,ENSG00000250703 protein,,0.03,0.0
ENSP00000250704,ENSG00000250704 protein,,0.0,0.0
ENSP00000250705,ENSG00000250705 protein,,0.0,0.0
ENSP00000250706,ENSG00000250706 protein,,0.0,0.0
ENSP00000250708,ENSG00000250708 protein,,0.05,0.0
ENSP00000250709,ENSG00000250709 protein,,0.03,0.0
ENSP00000250710,ENSG00000250710 protein,,0.0,0.0
ENSP00000250711,ENSG00000250711 protein,,0.0,0.0
ENSP00000250712,ENSG00000250712 protein,,0.03,0.0
ENSP00000250714,ENSG00000250714 protein,,0.03,0.0
ENSP00000250715,ENSG00000250715 protein,,0.03,0.0
ENSP00000250716,ENSG00000250716 protein,,0.03,0.0
ENSP00000250719,P3R3URF protein,,0.03,0.0
ENSP00000250721,ENSG00000250721 protein,,0.0,0.0
ENSP00000250722,SELENOP protein,secreted,0.84,0.69
ENSP00000250723,ENSG00000250723 protein,,0.0,0.0
ENSP00000250725,ENSG00000250725 protein,,0.0,0.0
ENSP00000250726,ENSG00000250726 protein,,0.0,0.0
ENSP00000250727,ENSG00000250727 protein,,0.0,0.0
ENSP00000250728,ENSG00000250728 protein,,0.03,0.0
ENSP00000250730,ENSG00000250730 protein,,0.03,0.0
ENSP00000250731,ENSG00000250731 protein,,0.05,0.0
ENSP00000250732,ENSG00000250732 protein,,0.03,0.0
ENSP00000250733,ENSG00000250733 protein,,0.0,0.0
ENSP00000250734,ENSG00000250734 protein,,0.05,0.0
ENSP00000250735,ENSG00000250735 protein,,0.05,0.0
ENSP00000250739,ENSG00000250739 protein,,0.0,0.0
ENSP00000250740,ENSG00000250740 protein,,0.05,0.0
ENSP00000250741,NT5C1B-RDH14 protein,cytoplasm,0.6,0.57
ENSP00000250742,ENSG00000250742 protein,,0.05,0.0
ENSP00000250745,USP17L20 protein,nucleus,0.43000000000000005,0.4
ENSP00000250746,ENSG00000250746 protein,,0.05,0.0
ENSP00000250747,ENSG00000250747 protein,,0.03,0.0
ENSP00000250748,ENSG00000250748 protein,,0.05,0.0
ENSP00000250749,ENSG00000250749 protein,,0.03,0.0
ENSP00000250750,ENSG00000250750 protein,,0.03,0.0
ENSP00000250751,ENSG00000250751 protein,,0.0,0.0
ENSP00000250752,ENSG00000250752 protein,,0.0,0.0
ENSP00000250753,ENSG00000250753 protein,,0.0,0.0
ENSP00000250754,ENSG00000250754 protein,,0.0,0.0
ENSP00000250756,ENSG00000250756 protein,,0.0,0.0
ENSP00000250761,ENSG00000250761 protein,,0.03,0.0
ENSP00000250762,ENSG00000250762 protein,,0.05,0.0
ENSP00000250764,ENSG00000250764 protein,,0.05,0.0
ENSP00000250765,ENSG00000250765 protein,,0.03,0.0
ENSP00000250767,ENSG00000250767 protein,,0.05,0.0
ENSP00000250768,ENSG00000250768 protein,,0.0,0.0
ENSP00000250769,ENSG00000250769 protein,,0.03,0.0
ENSP00000250770,ENSG00000250770 protein,,0.05,0.0
ENSP00000250771,ENSG00000250771 protein,,0.05,0.0
ENSP00000250772,ENSG00000250772 protein,,0.03,0.0
ENSP00000250775,ENSG00000250775 protein,,0.0,0.0
ENSP00000250777,ENSG00000250777 protein,,0.05,0.0
ENSP00000250778,ENSG00000250778 protein,,0.0,0.0
ENSP00000250781,ENSG00000250781 protein,,0.0,0.0
ENSP00000250782,TAF11L14 protein,nucleus,0.5700000000000001,0.5700000000000001
ENSP00000250786,ENSG00000250786 protein,,0.1,0.0
ENSP00000250787,ENSG00000250787 protein,,0.0,0.0
ENSP00000250788,ENSG00000250788 protein,,0.03,0.0
ENSP00000250790,ENSG00000250790 protein,,0.05,0.0
ENSP00000250791,ENSG00000250791 protein,,0.03,0.0
ENSP00000250794,ENSG00000250794 protein,,0.05,0.0
ENSP00000250796,ENSG00000250796 protein,,0.05,0.0
ENSP00000250799,PRODH2 protein,mitochondria,0.37,0.37
ENSP00000250801,ENSG00000250801 protein,,0.03,0.0
ENSP00000250802,ENSG00000250802 protein,,0.05,0.0
ENSP00000250803,ENSG00000250803 protein,,0.0,0.0
ENSP00000250804,ENSG00000250804 protein,,0.0,0.0
ENSP00000250806,ENSG00000250806 protein,,0.03,0.0
ENSP00000250808,ENSG00000250808 protein,,0.0,0.0
ENSP00000250812,ENSG00000250812 protein,,0.03,0.0
ENSP00000250813,ENSG00000250813 protein,,0.0,0.0
ENSP00000250814,ENSG00000250814 protein,,0.03,0.0
ENSP00000250815,ENSG00000250815 protein,,0.0,0.0
ENSP00000250816,ENSG00000250816 protein,,0.03,0.0
ENSP00000250819,ENSG00000250819 protein,,0.03,0.0
ENSP00000250820,ENSG00000250820 protein,,0.0,0.0
ENSP00000250821,ENSG00000250821 protein,,0.05,0.0
ENSP00000250822,ENSG00000250822 protein,,0.03,0.0
ENSP00000250825,ENSG00000250825 protein,,0.0,0.0
ENSP00000250826,ENSG00000250826 protein,,0.0,0.0
ENSP00000250827,ENSG00000250827 protein,,0.03,0.0
ENSP00000250828,ENSG00000250828 protein,,0.03,0.0
ENSP00000250829,ENSG00000250829 protein,,0.1,0.0
ENSP00000250830,ENSG00000250830 protein,,0.03,0.0
ENSP00000250831,ENSG00000250831 protein,,0.05,0.0
ENSP00000250833,ENSG00000250833 protein,,0.0,0.0
ENSP00000250834,ENSG00000250834 protein,,0.0,0.0
ENSP00000250835,ENSG00000250835 protein,,0.0,0.0
ENSP00000250838,ENSG00000250838 protein,,0.05,0.0
ENSP00000250839,ENSG00000250839 protein,,0.03,0.0
ENSP00000250842,ENSG00000250842 protein,,0.05,0.0
ENSP00000250844,USP17L18 protein,nucleus,0.44999999999999996,0.42
ENSP00000250846,ENSG00000250846 protein,,0.0,0.0
ENSP00000250847,ENSG00000250847 protein,,0.0,0.0
ENSP00000250848,ENSG00000250848 protein,,0.05,0.0
ENSP00000250850,ENSG00000250850 protein,,0.05,0.0
ENSP00000250853,ENSG00000250853 protein,,0.05,0.0
ENSP00000250855,ENSG00000250855 protein,,0.0,0.0
ENSP00000250857,ENSG00000250857 protein,,0.03,0.0
ENSP00000250858,ENSG00000250858 protein,,0.03,0.0
ENSP00000250859,ENSG00000250859 protein,,0.05,0.0
ENSP00000250860,ENSG00000250860 protein,,0.0,0.0
ENSP00000250862,ENSG00000250862 protein,,0.0,0.0
ENSP00000250863,ENSG00000250863 protein,,0.05,0.0
ENSP00000250865,ENSG00000250865 protein,,0.03,0.0
ENSP00000250866,ENSG00000250866 protein,,0.03,0.0
ENSP00000250868,ENSG00000250868 protein,,0.03,0.0
ENSP00000250869,ENSG00000250869 protein,,0.0,0.0
ENSP00000250874,ENSG00000250874 protein,,0.05,0.0
ENSP00000250877,ENSG00000250877 protein,,0.0,0.0
